"Год/Месяц","Январь","Февраль","Март","Апрель","Май","Июнь","Июль","Август","Сентябрь","Октябрь","Ноябрь","Декабрь","Всего рабочих дней","Всего праздничных и выходных дней","Количество рабочих часов при 40-часовой рабочей неделе","Количество рабочих часов при 36-часовой рабочей неделе","Количество рабочих часов при 24-часовой рабочей неделе"
2019,"1,5,6,7,12,13,19,20,26,27","2,3,9,10,16,17,23,24","2,3,7*,8,9,10,16,17,23,24,30,31","6,7,13,14,20,21,27,28,29+,30+","1,4,5,8*,9,11*,12,18,19,25,26","1,2,8,9,15,16,17+,22,23,27*,28,29,30","6,7,13,14,20,21,27,28","3,4,10,11,17,18,23*,24,25,26+,31","1,7,8,14,15,21,22,28,29","5,6,12,13,14,19,20,26,27","2,3,9,10,16,17,23,24,30","1,7,8,14,15,21,22,24*,25,28*,29,30+,31+",249,116,1985,1785.8,1188.2
