"Год/Месяц","Январь","Февраль","Март","Апрель","Май","Июнь","Июль","Август","Сентябрь","Октябрь","Ноябрь","Декабрь","Всего рабочих дней","Всего праздничных и выходных дней","Количество рабочих часов при 40-часовой рабочей неделе","Количество рабочих часов при 36-часовой рабочей неделе","Количество рабочих часов при 24-часовой рабочей неделе"
2024,"1,2,6,7,13,14,20,21,27,28","3,4,10,11,17,18,24,25","2,3,7*,8,9,10,16,17,23,24,30,31","6,7,13,14,20,21,27,28,30*","1,4,5,8*,9,11,12,13+,14,18*,19,25,26","1,2,8,9,15,16,22,23,29,30","2*,3,6,7,13,14,20,21,27,28","3,4,10,11,17,18,24,25,31","1,7,8,14,15,21,22,28,29","5,6,12,13,19,20,26,27","2,3,6*,7,8+,9,10,17,23,24,30","1,7,8,14,15,21,22,24*,25,28,29,31*",253,113,2016,1813.6000000000001,1206.3999999999999
